"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 02 13:49:52 CST 2022","Wed Mar 02 13:49:55 CST 2022","2932","TestCase","test_vue","Test_Login_Vue","","","test_02_file",""
"passed","Wed Mar 02 13:49:48 CST 2022","Wed Mar 02 13:49:52 CST 2022","3505","TestCase","test_vue","Test_Login_Vue","","","test_01_login",""
